Age,Gender,Profession,Marital_status,Education,No_of_Dependents,Personal_loan,House_loan,Partner_working,Salary,Partner_salary,Total_salary,Price,Make
22,Male,Business,Married,Post Graduate,3,No,Yes,Yes,52300,30100,82400,22000,Hatchback
22,Male,Business,Married,Graduate,2,No,Yes,Yes,40100,40000,80100,26000,Sedan
22,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,51600,28000,79600,32000,Hatchback
22,Male,Salaried,Married,Graduate,4,Yes,No,Yes,38700,40200,78900,30000,Hatchback
22,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,52300,25600,77900,27000,Sedan
22,Male,Business,Married,Post Graduate,2,Yes,No,Yes,50200,25200,75400,21000,Sedan
22,Male,Business,Married,Post Graduate,3,Yes,No,Yes,50000,25800,75800,19000,Hatchback
22,Male,Salaried,Married,Graduate,2,Yes,No,Yes,34400,40000,74400,28000,Hatchback
22,,Salaried,Married,Graduate,2,No,No,Yes,39800,700,40500,18000,Sedan
22,Male,Salaried,Married,Graduate,3,No,No,Yes,33800,40500,74300,24000,Sedan
22,Male,Salaried,Married,Graduate,2,Yes,Yes,Yes,38300,32000,70300,29000,Sedan
22,Male,Business,Married,Graduate,3,No,No,Yes,34800,35700,70500,20000,Hatchback
22,Male,Business,Married,Graduate,2,Yes,No,Yes,38500,30000,68500,22000,Hatchback
22,Male,Business,Married,Graduate,3,Yes,Yes,Yes,40100,27800,67900,32000,Hatchback
22,Male,Salaried,Married,Graduate,2,No,No,Yes,36500,30200,66700,22000,Hatchback
22,Male,Salaried,Married,Graduate,2,Yes,Yes,Yes,34900,30900,65800,25000,Hatchback
22,Male,Business,Married,Graduate,3,Yes,No,Yes,33300,30500,63800,25000,Hatchback
22,Female,Salaried,Married,Graduate,3,No,No,Yes,34800,28100,62900,31000,Hatchback
22,Male,Business,Married,Graduate,3,Yes,Yes,Yes,31300,30900,62200,23000,Sedan
22,Male,Business,Married,Post Graduate,4,Yes,No,No,60500,0,60500,29000,Sedan
22,Male,Salaried,Married,Graduate,2,No,No,Yes,32100,28100,60200,27000,Sedan
22,Male,Salaried,Married,Post Graduate,4,Yes,No,No,59800,,59800,32000,Hatchback
22,Male,Business,Married,Post Graduate,3,No,No,No,59900,0,59900,21000,Sedan
22,Male,Business,Married,Post Graduate,1,Yes,No,No,59200,0,59200,21000,Sedan
22,Male,Business,Single,Post Graduate,2,Yes,No,No,59600,0,59600,20000,Hatchback
22,Male,Business,Married,Post Graduate,3,Yes,No,No,58500,0,58500,29000,Sedan
22,Male,Salaried,Married,Post Graduate,1,Yes,No,No,58300,0,58300,25000,Hatchback
22,Male,Business,Married,Graduate,3,Yes,No,Yes,32600,,59300,20000,Hatchback
22,,Salaried,Married,Graduate,2,No,No,Yes,33200,25700,58900,19000,Sedan
22,Male,Business,Married,Post Graduate,4,No,Yes,No,57100,0,57100,32000,Hatchback
22,Male,Business,Single,Post Graduate,2,Yes,No,No,57100,0,57100,23000,Hatchback
22,Male,Business,Single,Post Graduate,2,No,No,No,56600,0,56600,29000,Hatchback
22,Male,Business,Married,Post Graduate,3,No,No,No,56400,0,56400,22000,Hatchback
22,Male,Business,Married,Post Graduate,4,Yes,No,No,55300,0,55300,29000,Hatchback
22,Male,Salaried,Single,Post Graduate,2,Yes,No,No,55200,0,55200,27000,Hatchback
22,Male,Salaried,Married,Post Graduate,3,No,No,No,53100,0,53100,26000,Hatchback
22,Male,Salaried,Single,Post Graduate,2,Yes,No,No,53200,0,53200,26000,Hatchback
22,Male,Salaried,Married,Post Graduate,3,No,No,No,53700,,53700,25000,Hatchback
22,,Salaried,Married,Post Graduate,3,Yes,No,No,53800,0,53800,18000,Sedan
22,Male,Business,Single,Post Graduate,2,Yes,No,No,52100,,52100,30000,Hatchback
22,Male,Business,Married,Post Graduate,3,Yes,No,No,52100,,52100,28000,Hatchback
22,Male,Business,Married,Post Graduate,2,Yes,No,No,52500,0,52500,18000,Sedan
22,Male,Business,Married,Post Graduate,4,No,No,No,51200,0,51200,32000,Hatchback
22,Male,Salaried,Single,Post Graduate,0,Yes,Yes,No,51900,0,51900,23000,Hatchback
22,Male,Business,Married,Post Graduate,2,Yes,No,No,51300,0,51300,22000,Sedan
22,Male,Salaried,Married,Post Graduate,3,No,Yes,No,51900,0,51900,19000,Hatchback
22,Male,Salaried,Married,Graduate,3,No,No,No,40000,0,40000,24000,Hatchback
22,Male,Salaried,Married,Graduate,3,No,No,No,39600,0,39600,24000,Hatchback
22,Male,Salaried,Single,Graduate,0,Yes,Yes,No,39700,,39700,23000,Hatchback
22,Male,Salaried,Married,Graduate,3,No,Yes,No,38000,,38000,23000,Sedan
22,Male,Salaried,Married,Graduate,3,No,Yes,No,38600,0,38600,22000,Hatchback
22,Male,Business,Single,Graduate,0,Yes,No,No,38000,0,38000,21000,Hatchback
22,Male,Business,Married,Graduate,3,No,No,No,36000,0,36000,33000,Hatchback
22,Male,Business,Single,Graduate,2,Yes,No,No,36700,0,36700,24000,Hatchback
22,Male,Business,Married,Graduate,3,Yes,No,No,36000,0,36000,23000,Hatchback
22,Male,Salaried,Married,Graduate,3,Yes,Yes,No,34700,0,34700,20000,Sedan
22,Male,Salaried,Married,Graduate,3,Yes,No,No,34000,0,34000,19000,Hatchback
22,Male,Salaried,Single,Graduate,2,No,Yes,No,33300,0,33300,27000,Hatchback
22,Male,Business,Married,Graduate,4,No,No,No,32000,,32000,31000,Hatchback
22,Male,Business,Single,Graduate,2,No,Yes,No,32900,0,32900,30000,Hatchback
22,Male,Business,Married,Graduate,3,Yes,Yes,No,32200,,32200,24000,Hatchback
22,Male,Salaried,Married,Graduate,4,No,No,No,31600,0,31600,31000,Hatchback
